Name,Year,Student Number,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Status,Subject_6,Subject_7,Subject_8,Final Grade,Subjects Failed,Homework_Question_1,Homework_Question_2,Homework_Question_3,Time Allocation_Question_1,Time Allocation_Question_2,Time Allocation_Question_3,Reading and Note Taking_Question_1,Reading and Note Taking_Question_2,Reading and Note Taking_Question_3,Study Period Procedures_Question_1,Study Period Procedures_Question_2,Study Period Procedures_Question_3,Written Works_Question_1,Written Works_Question_2,Written Works_Question_3,Examination_Question_1,Examination_Question_2,Examination_Question_3
Rhonda Chavez,4,21575770,1.5,3.0,1.25,2.75,1.75,Regular,,,,2.05,0,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree
Erin Barrera,1,24799645,4.0,5.0,5.0,1.5,2.5,Irregular,,,,3.57,2,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
Loretta Franco,2,23401112,2.75,2.75,2.5,2.75,1.0,Regular,1.5,1.75,2.75,2.2,0,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Disagree
Sharon Gomez,1,24760917,1.0,3.0,1.75,2.5,2.5,Regular,,,,2.23,0,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree
Tony Graham,1,24424244,1.5,2.75,2.75,1.75,2.0,Regular,,,,2.2,0,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree
Robert Bell,3,22345683,1.75,5.0,1.5,2.25,1.75,Irregular,2.5,2.75,,2.5,1,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree
Keith Miller,2,23832565,1.5,2.75,1.75,3.0,1.5,Regular,2.5,4.0,1.75,2.38,0,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree
Lisa Williams,1,24001753,2.75,1.75,2.0,2.5,4.0,Regular,,,,2.59,0,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree
Edward Jordan,1,24136379,2.0,3.0,2.0,4.0,4.0,Regular,,,,3.07,0,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree
Rebecca Yang,3,22952787,2.25,1.75,2.0,1.75,1.0,Regular,2.0,2.75,,1.93,0,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree
Kayla Miller,2,23557980,1.25,5.0,2.25,2.75,1.0,Irregular,5.0,2.75,3.0,2.95,2,Strongly Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree
Patrick Johnson,1,24778887,4.0,2.25,5.0,1.0,2.25,Irregular,,,,2.82,1,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
Alan Nguyen,4,21685556,1.75,4.0,1.25,2.25,1.75,Regular,,,,2.2,0,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree
John Thompson,1,24177060,2.5,1.0,1.0,2.0,3.0,Regular,,,,1.86,0,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree
Autumn Mccormick,3,22440652,1.75,2.75,2.25,2.0,3.0,Regular,2.5,2.5,,2.39,0,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree
Jennifer Blackwell,2,23349476,2.75,1.5,2.5,4.0,3.0,Regular,3.0,1.25,1.75,2.46,0,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree
Kristin Walsh,2,23469660,2.75,5.0,2.25,2.0,3.0,Irregular,2.75,1.25,5.0,3.01,2,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree
Charles Nolan,2,23128730,2.25,2.0,3.0,1.25,5.0,Irregular,1.5,1.0,1.0,2.12,1,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree
Shane Reyes,2,23105584,1.5,2.75,5.0,1.0,1.25,Irregular,2.25,3.0,2.5,2.45,1,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree
Lisa Ward,4,21239278,2.0,3.0,1.0,2.75,2.75,Regular,,,,2.3,0,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree
Sarah Cruz MD,3,22658997,1.25,3.0,2.5,1.25,1.0,Regular,4.0,1.75,,2.11,0,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree
Teresa Howard,1,24858951,4.0,2.25,5.0,2.5,1.75,Irregular,,,,3.04,1,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
Joseph Ford,2,23511943,2.5,1.0,2.25,1.0,1.25,Regular,2.5,1.75,2.25,1.78,0,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree
Lance Smith,3,22841695,1.0,5.0,4.0,1.75,1.75,Irregular,5.0,1.75,,2.89,2,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree
Melanie Arnold,2,23603559,1.5,1.0,2.0,1.25,3.0,Regular,1.0,2.25,2.0,1.76,0,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree
Keith Lowery,1,24524974,5.0,3.0,2.5,3.0,1.5,Irregular,,,,2.86,1,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
Kelli Bennett,1,24365406,1.5,2.75,2.5,1.5,4.0,Regular,,,,2.52,0,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree
Jesus Benjamin,2,23398189,5.0,1.5,1.75,2.5,1.0,Irregular,1.75,1.5,2.0,2.0,1,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree
Manuel Warren,4,21292203,1.25,2.5,5.0,1.75,2.25,Irregular,,,,2.55,1,Strongly Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree
David Green,1,24671460,2.25,4.0,1.0,2.75,4.0,Regular,,,,2.84,0,Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree
Brandon Carey,4,21395875,1.25,1.5,5.0,1.5,5.0,Irregular,,,,2.85,2,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree
Michael Freeman,2,23822097,1.0,1.5,5.0,4.0,1.25,Irregular,2.75,4.0,3.0,2.89,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree
Jordan Johnson,2,23917265,4.0,1.5,2.0,4.0,1.0,Regular,1.25,2.5,2.5,2.27,0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree
Calvin Cervantes,3,22182119,5.0,1.25,2.25,2.5,2.0,Irregular,3.0,2.0,,2.57,1,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree
Tonya Vazquez,1,24086223,1.75,3.0,1.5,1.0,3.0,Regular,,,,2.07,0,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree
Kevin Alvarado,1,24280132,5.0,2.75,1.75,1.25,4.0,Irregular,,,,2.8,1,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree
Jason Flynn,2,23137765,2.75,2.5,1.5,1.25,2.0,Regular,1.75,2.0,2.0,1.93,0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree
Andre English,4,21518936,2.0,4.0,5.0,1.75,1.5,Irregular,,,,2.85,1,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree
Lawrence Compton,3,22208378,2.75,2.25,5.0,2.5,1.0,Irregular,1.25,1.25,,2.29,1,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree
Dennis Rogers,2,23698265,5.0,1.75,1.5,2.5,2.75,Irregular,3.0,1.5,1.5,2.33,1,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Disagree
Jon Smith,4,21457098,4.0,2.25,1.75,2.25,1.25,Regular,,,,2.3,0,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree
Yvette Lewis,1,24269367,1.5,1.25,2.75,2.25,2.5,Regular,,,,2.09,0,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree
James Bush,4,21538751,1.0,2.5,1.0,1.5,1.0,Regular,,,,1.4,0,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree
Scott Gould,4,21781499,2.0,1.25,1.0,1.5,3.0,Regular,,,,1.75,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree
Bruce Lawson,4,21988744,2.25,1.25,1.5,4.0,1.75,Regular,,,,2.15,0,Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree
Jason Gonzalez,4,21414675,5.0,4.0,1.0,5.0,2.75,Irregular,,,,3.55,2,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree
Jennifer Bass,2,23441912,1.25,5.0,2.0,2.75,5.0,Irregular,2.5,2.0,1.0,2.75,2,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree
Nichole Wade,2,23072692,2.75,5.0,1.25,5.0,2.0,Irregular,1.75,1.75,1.5,2.62,2,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree
Nancy Ballard,3,22536514,2.0,2.25,5.0,2.0,2.75,Irregular,5.0,1.0,,2.86,2,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree
Christopher Hall,1,24464496,1.75,4.0,1.75,1.75,4.0,Regular,,,,2.71,0,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
Audrey Farmer,4,21246713,4.0,1.75,2.0,5.0,1.5,Irregular,,,,2.85,1,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree
Adrian Gross,2,23647433,1.25,2.25,2.5,4.0,1.75,Regular,2.5,3.0,2.25,2.49,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree
Rachel Wood,3,22822797,1.75,4.0,3.0,2.75,2.25,Irregular,5.0,3.0,,3.11,1,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
Nancy Hall,3,22196871,2.75,2.5,3.0,2.5,3.0,Regular,1.0,2.25,,2.43,0,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree
Antonio Torres,2,23656787,2.5,2.25,1.25,4.0,2.75,Regular,2.0,3.0,1.25,2.37,0,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree
Crystal Flowers,4,21348621,1.25,1.0,1.75,1.25,2.75,Regular,,,,1.6,0,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree
Tiffany Hill,3,22627295,2.25,5.0,2.0,4.0,4.0,Irregular,2.5,3.0,,3.25,1,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree
Paula Williams,4,21569515,2.5,2.25,1.0,1.5,1.25,Regular,,,,1.7,0,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
Brian Rivera,3,22539187,1.75,1.25,1.75,2.5,2.25,Irregular,5.0,1.25,,2.25,1,Strongly Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree
Tracy Garrison,2,23101594,2.0,2.75,2.0,1.75,2.0,Regular,2.25,2.0,2.0,2.1,0,Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree
Kevin Shaw,2,23673701,5.0,5.0,1.0,4.0,3.0,Irregular,2.5,1.0,4.0,3.11,2,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree
Douglas Shaw,4,21773811,1.5,1.5,2.25,2.5,2.75,Regular,,,,2.1,0,Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Agree
Michelle Turner,1,24634401,4.0,3.0,1.5,2.75,2.75,Regular,,,,2.71,0,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree
Dr. Elizabeth Anderson,2,23111566,5.0,2.25,2.0,3.0,2.5,Irregular,1.5,1.0,2.75,2.39,1,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree
Harold Castillo,3,22579381,2.0,3.0,2.0,5.0,5.0,Irregular,2.75,2.25,,3.14,2,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree
Lawrence Cortez,1,24058950,2.5,5.0,1.75,1.0,1.25,Irregular,,,,2.29,1,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree
Carl Gonzales,3,22759682,1.25,2.75,3.0,2.75,2.75,Regular,2.25,2.75,,2.5,0,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree
Nichole Walton,3,22972379,1.75,2.0,2.75,4.0,2.0,Regular,2.75,2.25,,2.5,0,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree
Martin Phillips,3,22470578,2.75,1.0,2.25,2.0,1.25,Regular,2.75,2.0,,2.0,0,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree
Sara Oconnor,4,21025808,5.0,3.0,2.75,2.25,3.0,Irregular,,,,3.2,1,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree
Nathaniel Johnston,3,22606398,1.75,1.0,4.0,2.0,2.5,Regular,2.75,1.25,,2.18,0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree
Amy Smith,3,22417452,1.25,1.25,2.0,3.0,2.0,Regular,1.5,1.5,,1.79,0,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree
William Reed,3,22776350,2.5,2.25,1.0,2.25,1.25,Irregular,5.0,2.0,,2.32,1,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree
Cindy Romero,1,24182999,2.5,2.25,2.25,3.0,1.0,Regular,,,,2.18,0,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Agree
Emily Miller,4,21598098,2.75,4.0,1.25,1.25,1.25,Regular,,,,2.1,0,Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
Angel Johnson,2,23369197,2.5,2.75,1.0,2.25,5.0,Irregular,2.5,5.0,1.5,2.83,2,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree
Gregory Martin,1,24832564,2.75,2.0,1.5,2.25,1.75,Regular,,,,2.0,0,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree
Melinda Hines,3,22922542,2.25,1.5,1.25,1.0,4.0,Regular,1.75,2.5,,2.04,0,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree
Emily Johnson,1,24263560,1.75,3.0,1.25,2.5,1.75,Regular,,,,2.07,0,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree
Charles Richardson,1,24130273,3.0,2.25,1.75,1.5,2.0,Regular,,,,2.04,0,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree
Nicole Conrad,2,23350357,2.75,4.0,1.25,2.5,4.0,Irregular,1.75,5.0,1.0,2.78,1,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree
